id,modulo_id,titulo,ordem_aula,duracao_minutos,tipo
2379,318,Aula 4,4,8,quiz
2380,318,Aula 5,5,10,quiz
2381,318,Aula 6,6,9,quiz
2382,318,Aula 7,7,19,texto
2383,319,Aula 1,1,13,quiz
2384,319,Aula 2,2,12,texto
2385,319,Aula 3,3,10,quiz
2386,319,Aula 4,4,6,texto
2387,319,Aula 5,5,7,video
2388,319,Aula 6,6,24,video
2389,319,Aula 7,7,20,texto
2390,320,Aula 1,1,12,quiz
2391,320,Aula 2,2,19,quiz
2392,320,Aula 3,3,25,video
2393,320,Aula 4,4,11,quiz
2394,320,Aula 5,5,16,video
2395,320,Aula 6,6,25,texto
2396,320,Aula 7,7,8,video
2397,320,Aula 8,8,10,texto
2398,320,Aula 9,9,17,texto
2399,321,Aula 1,1,20,quiz
2400,321,Aula 2,2,22,video
2401,321,Aula 3,3,17,quiz
2402,321,Aula 4,4,17,texto
2403,321,Aula 5,5,13,video
2404,321,Aula 6,6,21,texto
2405,321,Aula 7,7,5,texto
2406,321,Aula 8,8,19,texto
2407,322,Aula 1,1,21,quiz
2408,322,Aula 2,2,6,video
2409,322,Aula 3,3,22,quiz
2410,322,Aula 4,4,16,texto
2411,322,Aula 5,5,24,quiz
2412,322,Aula 6,6,13,texto
2413,322,Aula 7,7,13,texto
2414,322,Aula 8,8,8,texto
2415,323,Aula 1,1,19,quiz
2416,323,Aula 2,2,12,quiz
2417,323,Aula 3,3,23,video
2418,323,Aula 4,4,21,texto
2419,323,Aula 5,5,10,texto
2420,323,Aula 6,6,22,video
2421,323,Aula 7,7,5,video
2422,323,Aula 8,8,5,texto
2423,323,Aula 9,9,8,quiz
2424,324,Aula 1,1,19,texto
2425,324,Aula 2,2,12,quiz
2426,324,Aula 3,3,14,texto
2427,324,Aula 4,4,11,video
2428,324,Aula 5,5,5,quiz
2429,324,Aula 6,6,7,video
2430,325,Aula 1,1,24,quiz
2431,325,Aula 2,2,8,quiz
2432,325,Aula 3,3,8,video
2433,325,Aula 4,4,24,video
2434,325,Aula 5,5,17,quiz
2435,325,Aula 6,6,25,quiz
2436,325,Aula 7,7,10,video
2437,326,Aula 1,1,13,texto
2438,326,Aula 2,2,19,quiz
2439,326,Aula 3,3,7,quiz
2440,326,Aula 4,4,19,texto
2441,326,Aula 5,5,18,quiz
2442,326,Aula 6,6,15,texto
2443,326,Aula 7,7,10,video
2444,327,Aula 1,1,6,texto
2445,327,Aula 2,2,17,texto
2446,327,Aula 3,3,6,texto
2447,327,Aula 4,4,13,video
2448,327,Aula 5,5,19,video
2449,327,Aula 6,6,20,video
2450,327,Aula 7,7,24,texto
2451,327,Aula 8,8,10,quiz
2452,328,Aula 1,1,8,video
2453,328,Aula 2,2,22,texto
2454,328,Aula 3,3,11,quiz
2455,328,Aula 4,4,25,video
2456,328,Aula 5,5,19,quiz
2457,328,Aula 6,6,13,video
2458,328,Aula 7,7,6,video
2459,328,Aula 8,8,7,quiz
2460,328,Aula 9,9,13,texto
2461,329,Aula 1,1,20,video
2462,329,Aula 2,2,25,quiz
2463,329,Aula 3,3,5,video
2464,329,Aula 4,4,17,texto
2465,329,Aula 5,5,9,quiz
2466,329,Aula 6,6,15,texto
2467,330,Aula 1,1,21,quiz
2468,330,Aula 2,2,20,texto
2469,330,Aula 3,3,18,texto
2470,330,Aula 4,4,7,quiz
2471,330,Aula 5,5,12,video
2472,330,Aula 6,6,17,quiz
2473,331,Aula 1,1,8,quiz
2474,331,Aula 2,2,22,texto
2475,331,Aula 3,3,15,quiz
2476,331,Aula 4,4,14,texto
2477,331,Aula 5,5,6,quiz
2478,331,Aula 6,6,25,video
2479,331,Aula 7,7,16,quiz
2480,331,Aula 8,8,15,video
2481,331,Aula 9,9,19,texto
2482,332,Aula 1,1,10,quiz
2483,332,Aula 2,2,6,texto
2484,332,Aula 3,3,11,texto
2485,332,Aula 4,4,17,video
2486,332,Aula 5,5,25,quiz
2487,332,Aula 6,6,16,texto
2488,332,Aula 7,7,7,quiz
2489,333,Aula 1,1,11,video
2490,333,Aula 2,2,6,video
2491,333,Aula 3,3,5,quiz
2492,333,Aula 4,4,23,video
2493,333,Aula 5,5,20,texto
2494,333,Aula 6,6,7,quiz
2495,333,Aula 7,7,25,texto
2496,333,Aula 8,8,20,quiz
2497,333,Aula 9,9,19,video
2498,334,Aula 1,1,15,video
2499,334,Aula 2,2,15,quiz
2500,334,Aula 3,3,6,texto
2501,334,Aula 4,4,8,video
2502,334,Aula 5,5,25,quiz
2503,334,Aula 6,6,21,texto
2504,335,Aula 1,1,23,video
2505,335,Aula 2,2,7,video
2506,335,Aula 3,3,9,texto
2507,335,Aula 4,4,25,video
2508,335,Aula 5,5,20,quiz
2509,335,Aula 6,6,6,video
2510,335,Aula 7,7,25,video
2511,336,Aula 1,1,10,quiz
2512,336,Aula 2,2,6,texto
2513,336,Aula 3,3,8,texto
2514,336,Aula 4,4,24,video
2515,336,Aula 5,5,23,video
2516,336,Aula 6,6,8,video
2517,337,Aula 1,1,24,quiz
2518,337,Aula 2,2,12,video
2519,337,Aula 3,3,11,texto
2520,337,Aula 4,4,15,quiz
2521,337,Aula 5,5,17,texto
2522,337,Aula 6,6,8,quiz
2523,337,Aula 7,7,23,quiz
2524,337,Aula 8,8,9,texto
2525,337,Aula 9,9,11,video
2526,338,Aula 1,1,15,video
2527,338,Aula 2,2,8,texto
2528,338,Aula 3,3,9,texto
2529,338,Aula 4,4,10,quiz
2530,338,Aula 5,5,16,quiz
2531,338,Aula 6,6,10,texto
2532,338,Aula 7,7,12,quiz
2533,339,Aula 1,1,9,video
2534,339,Aula 2,2,25,quiz
2535,339,Aula 3,3,17,video
2536,339,Aula 4,4,5,texto
2537,339,Aula 5,5,7,video
2538,339,Aula 6,6,5,video
2539,340,Aula 1,1,25,quiz
2540,340,Aula 2,2,14,texto
2541,340,Aula 3,3,20,quiz
2542,340,Aula 4,4,9,video
2543,340,Aula 5,5,9,quiz
2544,340,Aula 6,6,13,quiz
2545,341,Aula 1,1,18,video
2546,341,Aula 2,2,10,quiz
2547,341,Aula 3,3,6,quiz
2548,341,Aula 4,4,10,quiz
2549,341,Aula 5,5,20,quiz
2550,341,Aula 6,6,7,quiz
2551,341,Aula 7,7,14,texto
2552,341,Aula 8,8,18,video
2553,341,Aula 9,9,22,video
2554,342,Aula 1,1,8,quiz
2555,342,Aula 2,2,8,quiz
2556,342,Aula 3,3,16,quiz
2557,342,Aula 4,4,21,video
2558,342,Aula 5,5,19,quiz
2559,342,Aula 6,6,11,texto
2560,342,Aula 7,7,6,video
2561,343,Aula 1,1,9,quiz
2562,343,Aula 2,2,20,texto
2563,343,Aula 3,3,10,video
2564,343,Aula 4,4,6,video
2565,343,Aula 5,5,25,texto
2566,343,Aula 6,6,14,video
2567,344,Aula 1,1,13,texto
2568,344,Aula 2,2,24,texto
2569,344,Aula 3,3,6,video
2570,344,Aula 4,4,6,quiz
2571,344,Aula 5,5,10,video
2572,344,Aula 6,6,5,texto
2573,344,Aula 7,7,21,video
2574,344,Aula 8,8,7,video
2575,344,Aula 9,9,19,quiz
2576,345,Aula 1,1,18,video
2577,345,Aula 2,2,15,video
2578,345,Aula 3,3,8,texto
2579,345,Aula 4,4,12,video
2580,345,Aula 5,5,12,quiz
2581,345,Aula 6,6,18,video
2582,345,Aula 7,7,17,video
2583,345,Aula 8,8,7,texto
2584,346,Aula 1,1,6,texto
2585,346,Aula 2,2,9,video
2586,346,Aula 3,3,24,texto
2587,346,Aula 4,4,10,texto
2588,346,Aula 5,5,16,video
2589,346,Aula 6,6,19,quiz
2590,346,Aula 7,7,11,quiz
2591,346,Aula 8,8,16,texto
2592,346,Aula 9,9,11,texto
2593,347,Aula 1,1,6,quiz
2594,347,Aula 2,2,23,video
2595,347,Aula 3,3,13,video
2596,347,Aula 4,4,8,texto
2597,347,Aula 5,5,19,texto
2598,347,Aula 6,6,10,texto
2599,347,Aula 7,7,12,texto
2600,348,Aula 1,1,25,quiz
2601,348,Aula 2,2,10,quiz
2602,348,Aula 3,3,22,video
2603,348,Aula 4,4,7,texto
2604,348,Aula 5,5,21,texto
2605,348,Aula 6,6,11,quiz
2606,348,Aula 7,7,20,texto
2607,349,Aula 1,1,5,quiz
2608,349,Aula 2,2,18,quiz
2609,349,Aula 3,3,12,video
2610,349,Aula 4,4,15,texto
2611,349,Aula 5,5,23,video
2612,349,Aula 6,6,23,video
2613,349,Aula 7,7,23,video
2614,349,Aula 8,8,18,video
2615,350,Aula 1,1,20,quiz
2616,350,Aula 2,2,21,video
2617,350,Aula 3,3,18,quiz
2618,350,Aula 4,4,17,texto
2619,350,Aula 5,5,8,texto
2620,350,Aula 6,6,20,video
2621,351,Aula 1,1,22,video
2622,351,Aula 2,2,18,video
2623,351,Aula 3,3,9,texto
2624,351,Aula 4,4,14,video
2625,351,Aula 5,5,25,video
2626,351,Aula 6,6,5,texto
2627,352,Aula 1,1,10,quiz
2628,352,Aula 2,2,19,quiz
2629,352,Aula 3,3,23,video
2630,352,Aula 4,4,19,texto
2631,352,Aula 5,5,9,quiz
2632,352,Aula 6,6,17,video
2633,352,Aula 7,7,16,quiz
2634,352,Aula 8,8,19,quiz
2635,353,Aula 1,1,25,video
2636,353,Aula 2,2,17,quiz
2637,353,Aula 3,3,15,quiz
2638,353,Aula 4,4,6,texto
2639,353,Aula 5,5,18,texto
2640,353,Aula 6,6,24,quiz
2641,354,Aula 1,1,7,quiz
2642,354,Aula 2,2,15,quiz
2643,354,Aula 3,3,6,quiz
2644,354,Aula 4,4,16,video
2645,354,Aula 5,5,8,texto
2646,354,Aula 6,6,16,texto
2647,354,Aula 7,7,24,video
2648,355,Aula 1,1,16,video
2649,355,Aula 2,2,25,quiz
2650,355,Aula 3,3,7,quiz
2651,355,Aula 4,4,11,video
2652,355,Aula 5,5,15,video
2653,355,Aula 6,6,22,video
2654,355,Aula 7,7,25,texto
2655,355,Aula 8,8,23,quiz
2656,356,Aula 1,1,12,texto
2657,356,Aula 2,2,16,texto
2658,356,Aula 3,3,21,quiz
2659,356,Aula 4,4,18,texto
2660,356,Aula 5,5,6,video
2661,356,Aula 6,6,16,texto
2662,356,Aula 7,7,19,texto
2663,357,Aula 1,1,20,quiz
2664,357,Aula 2,2,22,quiz
2665,357,Aula 3,3,22,texto
2666,357,Aula 4,4,19,quiz
2667,357,Aula 5,5,16,quiz
2668,357,Aula 6,6,7,video
2669,358,Aula 1,1,7,video
2670,358,Aula 2,2,17,video
2671,358,Aula 3,3,14,video
2672,358,Aula 4,4,8,video
2673,358,Aula 5,5,13,video
2674,358,Aula 6,6,9,texto
2675,358,Aula 7,7,9,video
2676,358,Aula 8,8,21,quiz
2677,358,Aula 9,9,5,texto
2678,359,Aula 1,1,22,video
2679,359,Aula 2,2,20,texto
2680,359,Aula 3,3,18,texto
2681,359,Aula 4,4,25,video
2682,359,Aula 5,5,14,video
2683,359,Aula 6,6,7,video
2684,359,Aula 7,7,12,quiz
2685,359,Aula 8,8,25,texto
2686,359,Aula 9,9,18,quiz
2687,360,Aula 1,1,25,quiz
2688,360,Aula 2,2,15,texto
2689,360,Aula 3,3,23,quiz
2690,360,Aula 4,4,21,quiz
2691,360,Aula 5,5,19,texto
2692,360,Aula 6,6,14,quiz
2693,360,Aula 7,7,9,texto
2694,360,Aula 8,8,10,texto
2695,361,Aula 1,1,20,texto
2696,361,Aula 2,2,14,video
2697,361,Aula 3,3,9,texto
2698,361,Aula 4,4,14,texto
2699,361,Aula 5,5,10,quiz
2700,361,Aula 6,6,10,quiz
2701,361,Aula 7,7,22,texto
2702,362,Aula 1,1,10,quiz
2703,362,Aula 2,2,9,video
2704,362,Aula 3,3,12,video
2705,362,Aula 4,4,6,texto
2706,362,Aula 5,5,23,video
2707,362,Aula 6,6,19,texto
2708,362,Aula 7,7,16,video
2709,363,Aula 1,1,22,quiz
2710,363,Aula 2,2,6,quiz
2711,363,Aula 3,3,15,texto
2712,363,Aula 4,4,9,texto
2713,363,Aula 5,5,19,quiz
2714,363,Aula 6,6,10,quiz
2715,363,Aula 7,7,14,video
2716,364,Aula 1,1,17,texto
2717,364,Aula 2,2,9,texto
2718,364,Aula 3,3,15,video
2719,364,Aula 4,4,5,quiz
2720,364,Aula 5,5,22,quiz
2721,364,Aula 6,6,15,quiz
2722,365,Aula 1,1,20,texto
2723,365,Aula 2,2,23,quiz
2724,365,Aula 3,3,9,quiz
2725,365,Aula 4,4,19,texto
2726,365,Aula 5,5,8,quiz
2727,365,Aula 6,6,20,video
2728,365,Aula 7,7,9,quiz
2729,365,Aula 8,8,22,video
2730,366,Aula 1,1,5,texto
2731,366,Aula 2,2,24,video
2732,366,Aula 3,3,19,texto
2733,366,Aula 4,4,7,texto
2734,366,Aula 5,5,6,quiz
2735,366,Aula 6,6,25,video
2736,366,Aula 7,7,23,quiz
2737,366,Aula 8,8,12,texto
2738,367,Aula 1,1,5,video
2739,367,Aula 2,2,22,texto
2740,367,Aula 3,3,7,quiz
2741,367,Aula 4,4,17,video
2742,367,Aula 5,5,20,texto
2743,367,Aula 6,6,24,quiz
2744,367,Aula 7,7,21,video
2745,368,Aula 1,1,17,video
2746,368,Aula 2,2,18,texto
2747,368,Aula 3,3,17,texto
2748,368,Aula 4,4,5,texto
2749,368,Aula 5,5,16,texto
2750,368,Aula 6,6,14,texto
2751,368,Aula 7,7,22,video
2752,368,Aula 8,8,11,quiz
2753,369,Aula 1,1,18,texto
2754,369,Aula 2,2,14,video
2755,369,Aula 3,3,18,quiz
2756,369,Aula 4,4,18,video
2757,369,Aula 5,5,23,quiz
2758,369,Aula 6,6,7,video
2759,369,Aula 7,7,11,texto
2760,369,Aula 8,8,20,quiz
2761,369,Aula 9,9,15,video
2762,370,Aula 1,1,7,video
2763,370,Aula 2,2,18,quiz
2764,370,Aula 3,3,13,texto
2765,370,Aula 4,4,10,quiz
2766,370,Aula 5,5,19,quiz
2767,370,Aula 6,6,23,video
2768,370,Aula 7,7,11,video
2769,370,Aula 8,8,17,texto
2770,370,Aula 9,9,22,texto
2771,371,Aula 1,1,14,quiz
2772,371,Aula 2,2,14,texto
2773,371,Aula 3,3,22,quiz
2774,371,Aula 4,4,19,video
2775,371,Aula 5,5,5,video
2776,371,Aula 6,6,9,texto
2777,372,Aula 1,1,25,quiz
2778,372,Aula 2,2,20,video
2779,372,Aula 3,3,25,quiz
2780,372,Aula 4,4,14,texto
2781,372,Aula 5,5,10,texto
2782,372,Aula 6,6,25,video
2783,372,Aula 7,7,5,video
2784,372,Aula 8,8,13,texto
2785,373,Aula 1,1,24,quiz
2786,373,Aula 2,2,16,quiz
2787,373,Aula 3,3,20,quiz
2788,373,Aula 4,4,18,texto
2789,373,Aula 5,5,25,quiz
2790,373,Aula 6,6,20,quiz
2791,374,Aula 1,1,16,quiz
2792,374,Aula 2,2,23,video
2793,374,Aula 3,3,13,video
2794,374,Aula 4,4,23,video
2795,374,Aula 5,5,9,texto
2796,374,Aula 6,6,19,quiz
2797,375,Aula 1,1,16,video
2798,375,Aula 2,2,6,texto
2799,375,Aula 3,3,16,texto
2800,375,Aula 4,4,25,texto
2801,375,Aula 5,5,6,texto
2802,375,Aula 6,6,14,quiz
2803,375,Aula 7,7,25,video
2804,376,Aula 1,1,25,video
2805,376,Aula 2,2,8,quiz
2806,376,Aula 3,3,10,quiz
2807,376,Aula 4,4,15,texto
2808,376,Aula 5,5,14,texto
2809,376,Aula 6,6,16,video
2810,376,Aula 7,7,22,quiz
2811,377,Aula 1,1,9,video
2812,377,Aula 2,2,9,quiz
2813,377,Aula 3,3,14,texto
2814,377,Aula 4,4,20,texto
2815,377,Aula 5,5,15,video
2816,377,Aula 6,6,8,video
2817,377,Aula 7,7,9,quiz
2818,377,Aula 8,8,12,video
2819,378,Aula 1,1,18,texto
2820,378,Aula 2,2,7,video
2821,378,Aula 3,3,9,video
2822,378,Aula 4,4,20,texto
2823,378,Aula 5,5,14,quiz
2824,378,Aula 6,6,16,video
2825,379,Aula 1,1,24,quiz
2826,379,Aula 2,2,15,video
2827,379,Aula 3,3,14,video
2828,379,Aula 4,4,8,video
2829,379,Aula 5,5,9,quiz
2830,379,Aula 6,6,9,quiz
2831,379,Aula 7,7,12,texto
2832,379,Aula 8,8,9,video
2833,379,Aula 9,9,9,video
2834,380,Aula 1,1,8,video
2835,380,Aula 2,2,5,texto
2836,380,Aula 3,3,18,video
2837,380,Aula 4,4,11,video
2838,380,Aula 5,5,6,quiz
2839,380,Aula 6,6,21,quiz
2840,380,Aula 7,7,6,texto
2841,380,Aula 8,8,8,texto
2842,380,Aula 9,9,6,video
2843,381,Aula 1,1,5,video
2844,381,Aula 2,2,8,quiz
2845,381,Aula 3,3,11,quiz
2846,381,Aula 4,4,11,video
2847,381,Aula 5,5,16,video
2848,381,Aula 6,6,7,video
2849,381,Aula 7,7,13,quiz
2850,381,Aula 8,8,16,texto
2851,382,Aula 1,1,21,quiz
2852,382,Aula 2,2,24,video
2853,382,Aula 3,3,21,quiz
2854,382,Aula 4,4,7,video
2855,382,Aula 5,5,23,video
2856,382,Aula 6,6,21,video
2857,382,Aula 7,7,11,texto
2858,383,Aula 1,1,22,video
2859,383,Aula 2,2,8,video
2860,383,Aula 3,3,21,quiz
2861,383,Aula 4,4,20,texto
2862,383,Aula 5,5,23,video
2863,383,Aula 6,6,19,quiz
2864,383,Aula 7,7,8,video
2865,384,Aula 1,1,17,texto
2866,384,Aula 2,2,11,quiz
2867,384,Aula 3,3,12,texto
2868,384,Aula 4,4,8,texto
2869,384,Aula 5,5,8,texto
2870,384,Aula 6,6,8,quiz
2871,384,Aula 7,7,9,texto
2872,384,Aula 8,8,16,quiz
2873,385,Aula 1,1,22,quiz
2874,385,Aula 2,2,6,video
2875,385,Aula 3,3,15,texto
2876,385,Aula 4,4,8,texto
2877,385,Aula 5,5,14,texto
2878,385,Aula 6,6,24,quiz
2879,385,Aula 7,7,14,quiz
2880,385,Aula 8,8,19,video
2881,386,Aula 1,1,14,texto
2882,386,Aula 2,2,11,video
2883,386,Aula 3,3,20,quiz
2884,386,Aula 4,4,16,video
2885,386,Aula 5,5,5,quiz
2886,386,Aula 6,6,20,quiz
2887,386,Aula 7,7,8,texto
2888,386,Aula 8,8,19,quiz
2889,386,Aula 9,9,7,video
2890,387,Aula 1,1,17,texto
2891,387,Aula 2,2,23,video
2892,387,Aula 3,3,10,video
2893,387,Aula 4,4,16,video
2894,387,Aula 5,5,15,video
2895,387,Aula 6,6,24,texto
2896,387,Aula 7,7,8,video
2897,388,Aula 1,1,20,texto
2898,388,Aula 2,2,23,quiz
2899,388,Aula 3,3,13,quiz
2900,388,Aula 4,4,17,texto
2901,388,Aula 5,5,20,quiz
2902,388,Aula 6,6,24,texto
2903,388,Aula 7,7,20,quiz
2904,388,Aula 8,8,13,video
2905,388,Aula 9,9,19,video
2906,389,Aula 1,1,13,texto
2907,389,Aula 2,2,20,video
2908,389,Aula 3,3,25,video
2909,389,Aula 4,4,5,video
2910,389,Aula 5,5,6,video
2911,389,Aula 6,6,20,quiz
2912,390,Aula 1,1,10,texto
2913,390,Aula 2,2,24,quiz
2914,390,Aula 3,3,15,video
2915,390,Aula 4,4,14,quiz
2916,390,Aula 5,5,24,video
2917,390,Aula 6,6,7,quiz
2918,391,Aula 1,1,19,video
2919,391,Aula 2,2,14,quiz
2920,391,Aula 3,3,20,texto
2921,391,Aula 4,4,21,texto
2922,391,Aula 5,5,22,texto
2923,391,Aula 6,6,22,quiz
2924,391,Aula 7,7,5,video
2925,391,Aula 8,8,18,video
2926,391,Aula 9,9,17,texto
2927,392,Aula 1,1,17,texto
2928,392,Aula 2,2,19,video
2929,392,Aula 3,3,6,video
2930,392,Aula 4,4,22,quiz
2931,392,Aula 5,5,14,quiz
2932,392,Aula 6,6,10,texto
2933,392,Aula 7,7,18,video
2934,392,Aula 8,8,14,quiz
2935,393,Aula 1,1,20,video
2936,393,Aula 2,2,23,quiz
2937,393,Aula 3,3,20,quiz
2938,393,Aula 4,4,22,quiz
2939,393,Aula 5,5,22,quiz
2940,393,Aula 6,6,20,texto
2941,393,Aula 7,7,22,video
2942,393,Aula 8,8,21,video
2943,393,Aula 9,9,17,texto
2944,394,Aula 1,1,23,texto
2945,394,Aula 2,2,24,quiz
2946,394,Aula 3,3,16,texto
2947,394,Aula 4,4,15,video
2948,394,Aula 5,5,5,quiz
2949,394,Aula 6,6,6,video
2950,394,Aula 7,7,16,texto
2951,394,Aula 8,8,23,video
2952,394,Aula 9,9,25,texto
2953,395,Aula 1,1,8,texto
2954,395,Aula 2,2,16,texto
2955,395,Aula 3,3,18,texto
2956,395,Aula 4,4,6,quiz
2957,395,Aula 5,5,12,video
2958,395,Aula 6,6,12,quiz
2959,395,Aula 7,7,14,quiz
2960,395,Aula 8,8,7,quiz
2961,395,Aula 9,9,7,texto
2962,396,Aula 1,1,15,video
2963,396,Aula 2,2,5,quiz
2964,396,Aula 3,3,15,video
2965,396,Aula 4,4,19,quiz
2966,396,Aula 5,5,18,quiz
2967,396,Aula 6,6,21,texto
2968,397,Aula 1,1,5,quiz
2969,397,Aula 2,2,20,quiz
2970,397,Aula 3,3,5,texto
2971,397,Aula 4,4,17,quiz
2972,397,Aula 5,5,17,texto
2973,397,Aula 6,6,23,video
2974,397,Aula 7,7,20,video
2975,397,Aula 8,8,11,texto
2976,398,Aula 1,1,21,quiz
2977,398,Aula 2,2,15,video
2978,398,Aula 3,3,24,texto
2979,398,Aula 4,4,16,texto
2980,398,Aula 5,5,11,texto
2981,398,Aula 6,6,25,video
2982,398,Aula 7,7,22,video
2983,398,Aula 8,8,14,texto
2984,398,Aula 9,9,6,texto
2985,399,Aula 1,1,12,quiz
2986,399,Aula 2,2,7,quiz
2987,399,Aula 3,3,23,video
2988,399,Aula 4,4,23,texto
2989,399,Aula 5,5,13,video
2990,399,Aula 6,6,23,quiz
2991,399,Aula 7,7,20,texto
2992,399,Aula 8,8,11,texto
2993,399,Aula 9,9,7,quiz
2994,400,Aula 1,1,21,texto
2995,400,Aula 2,2,18,quiz
2996,400,Aula 3,3,22,texto
2997,400,Aula 4,4,11,texto
2998,400,Aula 5,5,17,texto
2999,400,Aula 6,6,24,quiz
3000,400,Aula 7,7,19,quiz
3001,400,Aula 8,8,22,video
3002,401,Aula 1,1,25,quiz
3003,401,Aula 2,2,21,video
3004,401,Aula 3,3,23,texto
3005,401,Aula 4,4,11,quiz
3006,401,Aula 5,5,19,texto
3007,401,Aula 6,6,25,quiz
3008,402,Aula 1,1,23,quiz
3009,402,Aula 2,2,25,video
3010,402,Aula 3,3,21,video
3011,402,Aula 4,4,16,texto
3012,402,Aula 5,5,9,video
3013,402,Aula 6,6,9,quiz
3014,402,Aula 7,7,14,texto
3015,402,Aula 8,8,18,texto
3016,402,Aula 9,9,7,quiz
3017,403,Aula 1,1,18,texto
3018,403,Aula 2,2,14,quiz
3019,403,Aula 3,3,10,texto
3020,403,Aula 4,4,24,video
3021,403,Aula 5,5,17,video
3022,403,Aula 6,6,8,video
3023,403,Aula 7,7,11,video
3024,404,Aula 1,1,14,texto
3025,404,Aula 2,2,20,quiz
3026,404,Aula 3,3,18,texto
3027,404,Aula 4,4,25,video
3028,404,Aula 5,5,11,video
3029,404,Aula 6,6,13,video
3030,404,Aula 7,7,5,texto
3031,405,Aula 1,1,22,video
3032,405,Aula 2,2,25,video
3033,405,Aula 3,3,20,video
3034,405,Aula 4,4,6,video
3035,405,Aula 5,5,15,quiz
3036,405,Aula 6,6,14,video
3037,405,Aula 7,7,18,texto
3038,405,Aula 8,8,7,texto
3039,406,Aula 1,1,12,video
3040,406,Aula 2,2,23,quiz
3041,406,Aula 3,3,21,video
3042,406,Aula 4,4,21,quiz
3043,406,Aula 5,5,23,quiz
3044,406,Aula 6,6,13,texto
3045,406,Aula 7,7,7,video
3046,407,Aula 1,1,15,texto
3047,407,Aula 2,2,23,quiz
3048,407,Aula 3,3,17,quiz
3049,407,Aula 4,4,12,texto
3050,407,Aula 5,5,11,video
3051,407,Aula 6,6,8,video
3052,408,Aula 1,1,13,texto
3053,408,Aula 2,2,18,texto
3054,408,Aula 3,3,23,video
3055,408,Aula 4,4,20,quiz
3056,408,Aula 5,5,16,quiz
3057,408,Aula 6,6,8,texto
3058,408,Aula 7,7,22,texto
3059,409,Aula 1,1,12,texto
3060,409,Aula 2,2,9,texto
3061,409,Aula 3,3,20,quiz
3062,409,Aula 4,4,16,texto
3063,409,Aula 5,5,5,quiz
3064,409,Aula 6,6,24,video
3065,409,Aula 7,7,6,quiz
3066,409,Aula 8,8,12,texto
3067,409,Aula 9,9,22,texto
3068,410,Aula 1,1,25,quiz
3069,410,Aula 2,2,16,quiz
3070,410,Aula 3,3,8,quiz
3071,410,Aula 4,4,12,texto
3072,410,Aula 5,5,17,video
3073,410,Aula 6,6,17,texto
3074,410,Aula 7,7,14,video
3075,410,Aula 8,8,12,texto
3076,411,Aula 1,1,10,texto
3077,411,Aula 2,2,25,texto
3078,411,Aula 3,3,25,texto
3079,411,Aula 4,4,6,texto
3080,411,Aula 5,5,7,texto
3081,411,Aula 6,6,20,quiz
3082,411,Aula 7,7,18,texto
3083,412,Aula 1,1,8,video
3084,412,Aula 2,2,13,quiz
3085,412,Aula 3,3,7,texto
3086,412,Aula 4,4,18,quiz
3087,412,Aula 5,5,22,quiz
3088,412,Aula 6,6,15,texto
3089,412,Aula 7,7,5,video
3090,412,Aula 8,8,25,quiz
3091,412,Aula 9,9,10,quiz
3092,413,Aula 1,1,25,video
3093,413,Aula 2,2,5,texto
3094,413,Aula 3,3,11,quiz
3095,413,Aula 4,4,14,texto
3096,413,Aula 5,5,23,video
3097,413,Aula 6,6,8,video
3098,413,Aula 7,7,12,quiz
3099,413,Aula 8,8,25,video
3100,413,Aula 9,9,24,quiz
3101,414,Aula 1,1,15,texto
3102,414,Aula 2,2,20,quiz
3103,414,Aula 3,3,9,texto
3104,414,Aula 4,4,10,quiz
3105,414,Aula 5,5,23,texto
3106,414,Aula 6,6,14,video
3107,414,Aula 7,7,7,texto
3108,414,Aula 8,8,16,video
3109,414,Aula 9,9,17,texto
3110,415,Aula 1,1,5,video
3111,415,Aula 2,2,22,quiz
3112,415,Aula 3,3,24,quiz
3113,415,Aula 4,4,12,video
3114,415,Aula 5,5,19,video
3115,415,Aula 6,6,13,quiz
3116,415,Aula 7,7,10,video
3117,416,Aula 1,1,24,texto
3118,416,Aula 2,2,24,texto
3119,416,Aula 3,3,9,video
3120,416,Aula 4,4,16,video
3121,416,Aula 5,5,23,video
3122,416,Aula 6,6,5,quiz
3123,416,Aula 7,7,21,texto
3124,416,Aula 8,8,19,quiz
3125,416,Aula 9,9,20,video
3126,417,Aula 1,1,11,video
3127,417,Aula 2,2,13,texto
3128,417,Aula 3,3,20,texto
3129,417,Aula 4,4,9,texto
3130,417,Aula 5,5,11,quiz
3131,417,Aula 6,6,11,texto
3132,417,Aula 7,7,11,texto
3133,418,Aula 1,1,18,video
3134,418,Aula 2,2,5,texto
3135,418,Aula 3,3,13,video
3136,418,Aula 4,4,24,texto
3137,418,Aula 5,5,12,texto
3138,418,Aula 6,6,23,quiz
3139,418,Aula 7,7,25,texto
3140,419,Aula 1,1,5,texto
3141,419,Aula 2,2,9,texto
3142,419,Aula 3,3,17,quiz
3143,419,Aula 4,4,11,quiz
3144,419,Aula 5,5,17,quiz
3145,419,Aula 6,6,18,quiz
3146,420,Aula 1,1,7,video
3147,420,Aula 2,2,22,video
3148,420,Aula 3,3,6,texto
3149,420,Aula 4,4,12,texto
3150,420,Aula 5,5,16,quiz
3151,420,Aula 6,6,24,quiz
3152,420,Aula 7,7,6,video
3153,420,Aula 8,8,13,quiz
3154,421,Aula 1,1,14,texto
